English,Original,Seq2Seq,Attention
ssahosikota,সাহসিকতা,সহসসিকতা,সাহসিকতা
sahosi,সাহসী,সহসি,সাহসী
shaahaabi,সাহাবি,সাহাবী,সাহাবি
shaher,সাহের,শাহের,সাহের
citizenship,সিটিজেনশিপ,চিটিসেনশিপ,সিটিজেনশিপ
cityzenship,সিটিজেনশিপ,চিতিজেন্সিপ,সিটিজেনশিপ
sidhartha,সিদ্ধার্থ,সিধার্থ,সিদ্ধার্থ
sidharthar,সিদ্ধার্থর,সিধার্থার,সিদ্ধার্থর
shinai,সিনাই,সিনইই,সিনাই
sinai,সিনাই,সিনইই,সিনাই
siipiiaii,সিপিআই,সিপিই,সিপিআই
seemfoni,সিম্ফোনি,সিম্ফনি,সিম্ফোনি
simfoni,সিম্ফোনি,সিম্ফনি,সিম্ফোনি
symphony,সিম্ফোনি,সিম্ফনি,সিম্ফোনি
sealvarer,সিলভারের,সেলভারের,সিলভারের
shilbhaarer,সিলভারের,শিলভারের,সিলভারের
silverer,সিলভারের,সাইলভারের,সিলভারের
silmohor,সিলমোহর,সিলমমহর,সিলমোহর
seemito,সীমিত,সিমিত,সীমিত
seemitovabe,সীমিতভাবে,সমিত্বভাবে,সীমিতভাবে
simitovabe,সীমিতভাবে,সিমিতভাবে,সীমিতভাবে
sweet,সুইট,স্বীত,সুইট
shoez,সুজ,সজ,সুজ
sutham,সুঠাম,সূথাম,সুঠাম
sutaran,সুতরাং,সুটার্ন,সুতরাং
sutoran,সুতরাং,সুটরর,সুতরাং
suti,সুতি,সুটি,সুতি
sunishchit,সুনিশ্চিত,সুনিচ্ছিত,সুনিশ্চিত
soommitra,সুমিত্রা,সমম্ত্র,সুমিত্রা
ssumitra,সুমিত্রা,সুমিত্র,সুমিত্রা
sumeetra,সুমিত্রা,সুমিত্র,সুমিত্রা
sumitra,সুমিত্রা,সুমিত্র,সুমিত্রা
soomishto,সুমিষ্ট,সমিষ্ট,সুমিষ্ট
sumishta,সুমিষ্ট,সুমিস্ট,সুমিষ্ট
sumishto,সুমিষ্ট,সমিষ্ট,সুমিষ্ট
suri,সুরই,সুরি,সুরই
suryi,সুরই,সররই,সুরই
surkarer,সুরকারের,সূরকারের,সুরকারের
shoorir,সুরির,শুরির,সুরির
shurir,সুরির,শুরির,সুরির
soorir,সুরির,সূরির,সুরির
shoore,সুরে,শুরে,সুরে
shure,সুরে,শুরে,সুরে
susangbaddho,সুসংবদ্ধ,সুসংবাদ্ধ,সুসংবদ্ধ
shhushan,সুসান,শুষণ,সুসান
shusan,সুসান,শুসন,সুসান
susana,সুসান,সুসন,সুসান
sushan,সুসান,শুষণ,সুসান
sooch,সূঁচ,সুচ,সূঁচ
such,সূঁচ,সাচ,সূঁচ
shoonchalo,সূঁচালো,সঞ্চল,সূঁচালো
shunchalo,সূঁচালো,সঞ্চল,সূঁচালো
shuutrodhar,সূত্রধর,সূত্রোধার,সূত্রধর
shooborno,সূবর্ণ,শুবর্ণ,সূবর্ণ
shuborno,সূবর্ণ,সুবর্ণ,সূবর্ণ
seecond,সেকেন্ড,সিকন্ড,সেকেন্ড
sekand,সেকেন্ড,সেকান্দ,সেকেন্ড
seqenda,সেকেন্ড,সেকেন্দ,সেকেন্ড
shekand,সেকেন্ড,সেকান্দ,সেকেন্ড
shekenda,সেকেন্ড,সেকেন্দ,সেকেন্ড
segulo,সেগুলোও,সেগুলো,সেগুলোও
seettee,সেটি,সীটি,সেটি
settii,সেটি,স্টেটি,সেটি
sheeti,সেটি,শীটি,সেটি
sheti,সেটি,শ্যাটি,সেটি
shettee,সেটি,স্টেটি,সেটি
shetti,সেটি,শ্যটি,সেটি
shheti,সেটি,শ্যাটি,সেটি
sedikey,সেদিকে,সেডিকে,সেদিকে
senarai,সেনারাই,সেনারই,সেনারাই
senarao,সেনারাও,সেনারও,সেনারাও
sebhabe,সেভাবে,সেবাভে,সেভাবে
sevabey,সেভাবে,সেবাভে,সেভাবে
selukas,সেলুকাস,সেলুকাশ,সেলুকাস
sehogaal,সেহগাল,শেহগাল,সেহগাল
sehogal,সেহগাল,শেহোগাল,সেহগাল
shombar,সোমবার,সমবার,সোমবার
sasaiti,সোসাইটি,সাসাটি,সোসাইটি
shasiety,সোসাইটি,সাসিটি,সোসাইটি
shhoshiety,সোসাইটি,শোশিটি,সোসাইটি
societi,সোসাইটি,সোিজি,সোসাইটি
soocieti,সোসাইটি,সুসিটি,সোসাইটি
shoubhaggyobosoto,সৌভাগ্যবশত,সভগাযোগ্যবত,সৌভাগ্যবশত
shkiim,স্কিম,স্কিইং,স্কিম
skeem,স্কিম,স্কীম,স্কিম
skiim,স্কিম,স্কিইং,স্কিম
sqeem,স্কিম,স্কীম,স্কিম
sqim,স্কিম,স্কিইং,স্কিম
skime,স্কিমে,স্কিম,স্কিমে
schemer,স্কিমের,স্কেমের,স্কিমের
skoorim,স্কোরিং,স্কোরিম,স্কোরিং
scleerosis,স্ক্লেরোসিস,স্ক্লোরোসিস,স্ক্লেরোসিস
scleroosis,স্ক্লেরোসিস,স্ক্লোরোসিস,স্ক্লেরোসিস
shkleroshisha,স্ক্লেরোসিস,স্কোরোলিশ,স্ক্লেরোসিস
sklarosisa,স্ক্লেরোসিস,স্কোলোরসিস,স্ক্লেরোসিস
sklerasisa,স্ক্লেরোসিস,স্ক্লারেসিস,স্ক্লেরোসিস
storyir,স্টোরির,স্টররইর,স্টোরির
staabhdho,স্তব্ধ,স্টাভ্ধ,স্তব্ধ
sthapotyabid,স্থাপত্যবিদ,স্থাপত্যাদিদ,স্থাপত্যবিদ
sthaponayi,স্থাপনাই,স্থাপনেই,স্থাপনাই
sponsor,স্পন্সর,স্পনসর,স্পন্সর
sparshao,স্পর্শও,স্পারসও,স্পর্শও
sporshe,স্পর্শে,স্পোর্ষে,স্পর্শে
shpeech,স্পিচ,স্পেচ,স্পিচ
speech,স্পিচ,স্পেচ,স্পিচ
spiich,স্পিচ,স্পীই,স্পিচ
shpokena,স্পোকেন,স্পকেন,স্পোকেন
spakena,স্পোকেন,স্পকেন,স্পোকেন
spoken,স্পোকেন,স্পকণ,স্পোকেন
spokena,স্পোকেন,স্পকেন,স্পোকেন
spooken,স্পোকেন,স্পুকন,স্পোকেন
spookena,স্পোকেন,স্পুকেন,স্পোকেন
shplinter,স্প্লিন্টার,স্প্লিন্টের,স্প্লিন্টার
sbatantra,স্বতন্ত্র,স্বনতন্ত্র,স্বতন্ত্র
sbatantro,স্বতন্ত্র,স্বনতত্র,স্বতন্ত্র
swarastro,স্বরাষ্ট্র,স্বরস্ত্র,স্বরাষ্ট্র
swalpata,স্বল্পতা,স্বলপাত,স্বল্পতা
swalpotar,স্বল্পতার,স্বলপতার,স্বল্পতার
swoplotar,স্বল্পতার,স্বপ্লতার,স্বল্পতার
sharthoke,স্বার্থকে,সার্থকে,স্বার্থকে
swarthake,স্বার্থকে,স্বর্থকে,স্বার্থকে
swarthoke,স্বার্থকে,স্বর্থকে,স্বার্থকে
sharthei,স্বার্থেই,সার্থেই,স্বার্থেই
smaranika,স্মরণিকা,স্মরাণিকা,স্মরণিকা
smaronika,স্মরণিকা,সমররণিকা,স্মরণিকা
sharokgrontho,স্মারকগ্রন্থ,শারক্রগণ্ত,স্মারকগ্রন্থ
smarakgrontha,স্মারকগ্রন্থ,স্মাগার্ক্রন্্ত,স্মারকগ্রন্থ
smarokgrantha,স্মারকগ্রন্থ,স্মারক্রমর্্ত,স্মারকগ্রন্থ
smarokti,স্মারকটি,সমরককটি,স্মারকটি
sritifalak,স্মৃতিফলক,স্রৃতিফলক,স্মৃতিফলক
slam,স্লাম,স্ল্যাম,স্লাম
haibar,হইবার,হাইবার,হইবার
hachchilo,হচ্ছিল,হচচছিল,হচ্ছিল
hathat,হঠাৎ,হাঁাত,হঠাৎ
honudrasey,হন্ডুরাসে,হনুদ্রাসে,হন্ডুরাসে
honduruser,হন্ডুরাসের,হন্দুরুষের,হন্ডুরাসের
horin,হরিণ,হরিন,হরিণ
harinkey,হরিণকে,হরীঙকে,হরিণকে
haridwarer,হরিদ্বারের,হরিদ্বরের,হরিদ্বারের
horidarer,হরিদ্বারের,হরিদারের,হরিদ্বারের
horidbarer,হরিদ্বারের,হরিদবার,হরিদ্বারের
haren,হরেন,হারেন,হরেন
halud,হলুদ,হালুদ,হলুদ
holud,হলুদ,হললুদ,হলুদ
holude,হলুদে,হলদুদে,হলুদে
hostantorer,হস্তান্তরের,হোস্তান্তরের,হস্তান্তরের
highcommission,হাইকমিশন,হাইকোশিসন,হাইকমিশন
hydrocommission,হাইকমিশন,হাইড্রোকেশময়ন,হাইকমিশন
haighcommissioner,হাইকমিশনার,হাইকোমিসনের,হাইকমিশনার
hangeree,হাঙ্গেরী,হাঙ্গেরি,হাঙ্গেরী
hungery,হাঙ্গেরী,হাঙ্গররি,হাঙ্গেরী
hajore,হাজরে,হজরে,হাজরে
hajari,হাজারী,হাজারি,হাজারী
hajareebag,হাজারীবাগ,হারাবিদা,হাজারীবাগ
hajaribag,হাজারীবাগে,হারাভাবাগ,হাজারীবাগে
hajjaro,হাজারো,হজজর,হাজারো
hazaro,হাজারো,হাজারও,হাজারো
harkiulis,হারকিউলিস,হার্কিউলিক্স,হারকিউলিস
herculese,হারকিউলিস,হার্কুলেস,হারকিউলিস
haramooni,হারমোনি,হারামুনী,হারমোনি
harabaar,হারাবার,হরবার,হারাবার
hareechho,হারিছ,হররিচ্ছ,হারিছ
harter,হার্টের,হার্টার,হার্টের
hearter,হার্টের,হার্টার,হার্টের
hallka,হালকা,হাল্কা,হালকা
haalkaabhabe,হালকাভাবে,হালাকভাবে,হালকাভাবে
haalkavabe,হালকাভাবে,হালাকভাবে,হালকাভাবে
halkaavabe,হালকাভাবে,হালাকভাবে,হালকাভাবে
halkabhabe,হালকাভাবে,হালাকভাবে,হালকাভাবে
halkavabe,হালকাভাবে,হালাকভাবে,হালকাভাবে
haalnaagad,হালনাগাদ,হালনাাদ,হালনাগাদ
hallnagad,হালনাগাদ,হলল্নাাদ,হালনাগাদ
halonagad,হালনাগাদ,হলনগাঁদ,হালনাগাদ
hallal,হালাল,হললেল,হালাল
halishohor,হালিশহর,হালিসহর,হালিশহর
haleeshahore,হালিশহরে,হালিশারহে,হালিশহরে
halishohore,হালিশহরে,হালিসহরে,হালিশহরে
hiushton,হিউস্টন,হিউস্টান,হিউস্টন
houston,হিউস্টন,হাস্ট,হিউস্টন
hijriir,হিজরীর,হিজরির,হিজরীর
hidar,হিদার,হিডার,হিদার
heeron,হিরন,হিরণ,হিরন
hiran,হিরন,হিরান,হিরন
hildaa,হিলডা,হিল্ড,হিলডা
heels,হিলস,হেলস,হিলস
hilton,হিল্টন,হিলটন,হিল্টন
hatela,হোটেল,হটেল,হোটেল
hoteeler,হোটেলের,হতিলের,হোটেলের
homeopathik,হোমিওপ্যাথিক,হমিপোথিক,হোমিওপ্যাথিক
homiopathik,হোমিওপ্যাথিক,হমিপতাফিক,হোমিওপ্যাথিক
homiopyathika,হোমিওপ্যাথিক,হমিপ্যাপ্্যাকিকা,হোমিওপ্যাথিক
hoomeoopathic,হোমিওপ্যাথিক,হুমোথিপাপ্কিক,হোমিওপ্যাথিক
horasher,হোরাসের,হরাশের,হোরাসের
wholer,হোলের,ভোলের,হোলের
holdingse,হোল্ডিংস,হলদিংশে,হোল্ডিংস
holdins,হোল্ডিংস,হলদিন্স,হোল্ডিংস
wholdingse,হোল্ডিংস,ভলদিন্ে,হোল্ডিংস
handbill,হ্যান্ডবিল,হান্ডবিল,হ্যান্ডবিল
haindbuk,হ্যান্ডবুক,হাইন্ডুক,হ্যান্ডবুক
handbuq,হ্যান্ডবুক,হা্্দবুক,হ্যান্ডবুক
hendbooq,হ্যান্ডবুক,হেন্ডবুক,হ্যান্ডবুক
hendbuq,হ্যান্ডবুক,হেন্দুবক,হ্যান্ডবুক
harison,হ্যারিসন,হারিসন,হ্যারিসন
harrison,হ্যারিসন,হারিসন,হ্যারিসন
hyarisana,হ্যারিসন,হ্যারিশন,হ্যারিসন
hrosso,হ্রস্ব,হ্রস,হ্রস্ব
